game,release_date,copies_sold,price,revenue,avg_playtime,review_score,publisher_class,publisher,developers,steam_id,total_revenue,revenue_percentage,days_in_market,average_price_per_hour
Tomba! Special Edition,2024-07-31,9464,19.99,170266.0,5.4,86,Indie,Limited Run Games,Limited Run Games,2851150,368324.0,46.23,40,3.7
FAIRY TAIL: DUNGEONS,2024-08-26,16430,13.99,169800.0,7.7,93,Indie,Kodansha,ginolabo,2305500,169800.0,100.0,14,1.82
Field of Glory: Kingdoms,2024-06-04,4836,39.99,169077.0,29.6,82,AA,Slitherine Ltd.,AGEOD,1985050,2916495.0,5.8,97,1.35
Arco,2024-08-15,10274,19.99,168841.0,5.1,99,Indie,Panic,"Franek,Max Cahill,Bibiki,Fáyer",2366970,1613285.0,10.47,25,3.92
Last Hope,2024-04-18,10810,19.99,167966.0,7.3,94,Indie,"Poolside games,DreamBig Games",Poolside games,2650630,167966.0,100.0,144,2.74
Smack Studio,2024-07-31,13959,14.99,166819.0,61.9,90,Indie,ThirdPixel Interactive,ThirdPixel Interactive,1739300,166819.0,100.0,40,0.24
The Grey Dream,2024-01-09,15783,12.99,165452.0,4.8,82,Indie,The Greys,The Greys,2497930,165452.0,100.0,244,2.71
Quilts and Cats of Calico,2024-03-05,10536,19.99,165375.0,12.6,96,Indie,"Monster Couch,Flatout Games",Monster Couch,1993180,165375.0,100.0,188,1.59
Hypnotic Idol,2024-06-18,10261,19.99,163926.0,3.9,79,Indie,azucat,azucat,2797310,163926.0,100.0,83,5.13
Night Raider,2024-01-26,44974,5.99,163793.0,28.1,86,Indie,Tsukuyomi,Tsukuyomi,2719290,163793.0,100.0,227,0.21
This is a Ghost,2024-04-17,12790,14.99,163789.0,24.2,90,Indie,Nuci,Nuci,1985420,163789.0,100.0,145,0.62
Crypt Custodian,2024-08-27,10680,19.99,163307.0,6.0,98,Indie,"Kyle Thompson,Top Hat Studios, Inc.,H2 Interactive Co., Ltd.",Kyle Thompson,2394650,163307.0,100.0,13,3.33
Himegashima Island,2024-08-02,14305,14.99,163296.0,6.4,75,Indie,Kagura Games,Fushidaratei,2991400,8701350.0,1.88,38,2.34
Starstruck Vagabond,2024-05-24,8747,24.99,162429.0,16.5,0,Indie,"Ben 'Yahtzee' Croshaw,Second Wind",Ben 'Yahtzee' Croshaw,2448930,162429.0,100.0,108,1.51
Clank!,2024-07-24,7748,22.99,160313.0,12.0,95,Indie,Dire Wolf,Dire Wolf,1722870,1936155.0,8.28,47,1.92
Heading Out,2024-05-07,9835,19.99,159911.0,4.3,81,Indie,Saber Interactive,Serious Sim,1640630,159911.0,100.0,125,4.65
The Game of Sisyphus,2024-04-11,28586,6.99,158283.0,5.7,81,Indie,cream,cream,2904890,158283.0,100.0,151,1.23
"Warhammer 40,000: Speed Freeks",2024-08-06,102865,0.0,158090.0,5.7,0,Indie,PLAION,Caged Element Inc.,2078450,1555378.0,10.16,34,0.0
除邪(CHUXIE),2024-07-28,25734,6.99,157941.0,1.7,83,Indie,LCGaming,LCGaming,2969160,157941.0,100.0,43,4.11
Moose Miners,2024-05-10,20363,9.99,157701.0,30.4,69,Indie,Lingon Studios,Lingon Studios,2591410,157701.0,100.0,122,0.33
The Inquisitor,2024-02-08,4482,39.99,157178.0,5.9,70,AA,Kalypso Media,The Dust S.A.,1880470,236532.0,66.45,214,6.78
SNK VS. CAPCOM SVC CHAOS,2024-07-20,8714,19.99,156773.0,4.4,0,Indie,SNK CORPORATION,Code Mystics,2442380,421602.0,37.19,51,4.54
Vivat Slovakia,2024-04-18,6256,29.99,155061.0,4.1,73,Indie,Team Vivat,Team Vivat,2132690,155061.0,100.0,144,7.31
Spy Alliance,2024-08-08,93601,1.99,153860.0,0.9,70,Indie,ALT Lab,ALT Lab,2757350,153860.0,100.0,32,2.21
Arena Renovation,2024-01-19,13814,19.99,153619.0,6.0,82,AA,"PlayWay S.A.,FreeMind S.A.",Nesalis Games,948880,2149142.0,7.15,234,3.33
Summer's Gone - Season 1,2024-05-10,11819,14.99,153346.0,12.4,96,Indie,OceanAVN,OceanAVN,2240150,153346.0,100.0,122,1.21
Turlock Holmes,2024-02-21,27531,9.99,152748.0,6.0,75,Indie,Neverland Entertainment,Find the Lamp Games,2142160,1926639.0,7.93,201,1.67
Galaxy Idle Clicker,2024-07-18,14401,0.0,151939.1911440809,99.9,76,Indie,Soehnle,Soehnle,2962810,151939.1911440809,100.0,53,0.0
Creator of Another World,2024-04-30,10817,18.99,151439.0,28.1,89,Indie,kuetaro (くえたろう),kuetaro (くえたろう),2761610,151439.0,100.0,132,0.68
Miss Neko: Pirates,2024-03-22,47322,3.99,151366.0,3.1,82,Indie,Toffee Cafe,Orangeee,2695270,151366.0,100.0,171,1.29
Winter Survival,2024-03-06,8694,18.99,151064.0,8.4,0,Indie,"DRAGO entertainment,HeartBeat Games",DRAGO entertainment,1394960,151064.0,100.0,187,2.26
Maid of the Dead,2024-02-29,9076,19.99,149494.0,7.9,84,Indie,qureate,"qureate,IXILL LLC.",1868020,2322319.0,6.44,193,2.53
Project Demigod,2024-02-01,9426,19.99,148767.0,7.7,82,Indie,Fast Travel Games,Omnifarious Studios LLC,1646580,236018.0,63.03,221,2.6
勾八狂想曲,2024-07-16,36043,4.99,147185.0,3.1,93,Indie,勾八游戏,勾八游戏,2996200,147185.0,100.0,55,1.61
Aeruta,2024-05-15,11532,14.99,146384.0,3.8,86,Indie,"GRAVITY GAME ARISE Co., Ltd.",FromDawn Games,2286780,146384.0,100.0,117,3.94
MWNeus,2024-08-12,17079,10.99,146188.0,1.6,85,Indie,CLLGames,CLLGames,2701210,146188.0,100.0,28,6.87
"Sex, Please",2024-05-24,38909,5.99,145765.0,1.6,74,Indie,Evil Boobs Cult,Evil Boobs Cult,2608620,145765.0,100.0,108,3.74
Shop Legends,2024-02-03,4881,0.0,145540.0,96.5,51,Indie,Cloudcade,Cloudcade,982300,145540.0,100.0,219,0.0
Laughing to Die,2024-04-10,48759,4.99,145336.0,1.7,0,AA,Gamera Games,大吉利制作组,2182400,4688499.219972389,3.1,152,2.94
CD 2: Trap Master,2024-03-28,12111,14.99,144122.0,14.9,84,Indie,"ACE ENTERTAINMENT,Erabit",ACE ENTERTAINMENT,2330870,144122.0,100.0,165,1.01
Center Station Simulator,2024-04-05,9795,18.35,144011.0,37.6,90,Indie,Nightmare Phoenix,Nightmare Phoenix,2823890,144011.0,100.0,157,0.49
With Eyes Closed - Season 1,2024-08-16,13201,12.99,143830.0,2.6,80,Indie,Ker,Ker,2492780,143830.0,100.0,24,5.0
Once a Porn a Time 2,2024-06-15,11016,14.99,143625.0,5.7,79,Indie,OPT Studio,OPT Studio,2735510,143625.0,100.0,86,2.63
Hellbreach: Vegas,2024-08-14,16668,14.99,143445.0,3.6,78,Indie,Iceberg Interactive,Infinity Ape Studios,1691320,188859.0,75.95,26,4.16
I Am Part-time Worker!!,2024-06-26,27661,5.99,143115.0,1.2,77,Indie,KomeFukuro,KomeFukuro,2985930,143115.0,100.0,75,4.99
BORE BLASTERS,2024-03-08,19335,9.99,142092.0,7.8,84,Indie,8BitSkull,8BitSkull,2398170,142092.0,100.0,185,1.28
Pool Cleaning Simulator,2024-06-05,14585,15.99,141787.0,6.0,70,Indie,"FreeMind S.A.,PlayWay S.A.","Rubens Games,FreeMind S.A.",2165620,291408.0,48.66,96,2.67
From Glory To Goo,2024-04-02,15469,11.99,140951.0,16.7,92,Indie,Stratagem Blue,Stratagem Blue,2607060,140951.0,100.0,160,0.72
Solo leeching~35-Year-Old Magician Journey,2024-06-21,15751,10.99,140940.0,1.8,88,Indie,072 Project,アンクルおじ,2696070,2224410.0,6.34,80,6.11
Spectral Scream,2024-08-28,17856,9.99,140690.0,4.1,84,Indie,STOIC Ent.,STOIC Ent.,2620240,140690.0,100.0,12,2.44
1 to 1 humanoid edible toys,2024-08-07,21002,7.99,140013.0,2.4,95,Indie,无,"汉谟拉比炒面,我的屁是香哒",2976720,140013.0,100.0,33,3.33
ASTRAL TALE-星界神話,2024-01-07,43217,0.0,138164.27473883974,104.2,39,Indie,"X-Legend Entertainment Co., Ltd.","X-Legend Entertainment Co., Ltd.",2591210,138164.27473883974,100.0,246,0.0
Ark of Charon,2024-07-08,7322,21.99,138039.0,15.7,83,Indie,SUNSOFT,"Angoo Inc.,SUNSOFT",2827810,165513.0,83.4,63,1.4
And the Hero Was Never Seen Again,2024-02-10,11972,14.99,137489.0,7.0,90,Indie,Kagura Games,Circle Poison,2582660,8701350.0,1.58,212,2.14
United Penguin Kingdom,2024-03-09,12818,14.99,137453.0,9.3,79,Indie,"GrabTheGames,UpgradePoint",Turquoise Revival Games,2635350,845139.0,16.26,184,1.61
First Dwarf,2024-06-19,7002,24.99,136381.0,4.2,71,Indie,"Star Drifters,4Divinity",Star Drifters,1714900,136381.0,100.0,82,5.95
Multi Turret Academy,2024-01-18,17922,8.99,135974.0,10.9,97,Indie,Scarlet Academy,Scarlet Academy,1869270,135974.0,100.0,235,0.82
A Twisted Path to Renown,2024-06-06,5416,29.99,135445.0,32.5,54,Indie,Game-Labs,Game-Labs,2304660,841093.0,16.1,95,0.92
Repair this!,2024-04-19,13207,11.99,134665.0,7.1,88,Indie,hgiSoft,hgiSoft,2517200,134665.0,100.0,143,1.69
clickyland,2024-06-03,30891,4.99,134579.0,3.5,84,Indie,Sokpop Collective,Sokpop Collective,2751050,134579.0,100.0,98,1.43
BIOMORPH,2024-04-05,8327,19.99,134478.0,10.8,94,Indie,Lucid Dreams Studio,Lucid Dreams Studio,1430220,134478.0,100.0,157,1.85
KONOSUBA - God's Blessing on this Wonderful World! Love For These Clothes Of Desire!,2024-02-07,3261,49.99,133582.0,11.7,90,Indie,PQube,MAGES. Inc.,2349140,486626.0,27.45,215,4.27
Tunnel Escape,2024-08-22,8953,19.99,133472.0,7.9,83,Indie,Saikey Studios,Elzee,2908950,133472.0,100.0,18,2.53
WARCANA,2024-08-29,8667,16.99,132527.0,9.2,0,AA,Team17,1000 Orks,2022930,2584283.0,5.13,11,1.85
Sunset Hills,2024-08-20,9067,17.99,132521.0,3.9,0,Indie,"Cotton Game,Asmik Ace, Inc.",Cotton Game,1791590,132521.0,100.0,20,4.61
Liu Shan Maker,2024-05-13,15876,9.99,132333.0,2.4,81,Indie,"Playmeow,ACG creator",Xian,1997480,274211.0,48.26,119,4.16
Casino Simulator,2024-05-23,21835,6.99,132078.0,5.1,91,Indie,Lodos Games,Lodos Games,2898270,132078.0,100.0,109,1.37
Mirror of Heaven,2024-06-01,18183,9.25,131680.0,16.5,81,Indie,Leyo Games,EnjoyPlay Ltd,2180340,173049.0,76.09,100,0.56
Gori: Cuddly Carnage,2024-08-29,8286,21.99,131175.0,4.8,98,Indie,"Wired Productions,CouchPlay Interactive (Greater China)",Angry Demon Studio,1299690,131175.0,100.0,11,4.58
Churn Vector,2024-01-11,11565,14.99,130913.0,11.4,91,Indie,Naelstrof,"Naelstrof,Eugene,Archival",2686900,130913.0,100.0,242,1.31
Pine Harbor,2024-04-25,10750,17.9,129987.0,1.8,66,Indie,Vision Forge Team,Vision Forge Team,2448030,129987.0,100.0,137,9.94
Chornobyl Liquidators,2024-06-06,8056,19.99,129800.0,3.8,43,Indie,Frozen Way,Live Motion Games,1113010,365524.0,35.51,95,5.26
Anomaly Exit,2024-03-31,23968,5.99,129211.0,1.4,92,Indie,ExamlGuy,ExamlGuy,2232600,129211.0,100.0,162,4.28
Rift Wizard 2,2024-03-24,9029,17.99,129153.0,28.5,94,Indie,Dylan White,Dylan White,2058570,129153.0,100.0,169,0.63
Magic Research 2,2024-05-21,24898,5.99,128483.0,75.5,95,Indie,Maticolotto,Maticolotto,2864890,128483.0,100.0,111,0.08
Potions: A Curious Tale,2024-03-07,7522,19.99,127676.0,4.3,91,Indie,Stumbling Cat,Stumbling Cat,378690,127676.0,100.0,186,4.65
Happy Sheepies,2024-07-08,12053,12.99,126481.0,4.6,82,Indie,Berker Games,Berker Games,2860450,126481.0,100.0,63,2.82
Kādomon: Hyper Auto Battlers,2024-03-25,15364,9.99,126462.0,9.4,69,Indie,Fireshine Games,Dino Rocket,2125540,20800017.0,0.61,168,1.06
Kitchen Crisis,2024-04-02,9362,14.99,126302.0,13.8,76,Indie,Team Samoyed,Team Samoyed,2118250,126302.0,100.0,160,1.09
My Holiness the Gobliness,2024-05-16,18918,7.99,125882.0,1.8,90,Indie,"Mango Party,Mango Party News",BFGS,2176570,4214598.0,2.99,116,4.44
Ratten Reich,2024-08-09,8439,19.99,124545.0,1.5,0,Indie,Crytivo,METALLADLERSTUDIO,1717250,9044587.0,1.38,31,13.33
Dungeon Keeper™ 2,2024-03-07,58372,4.99,124273.0,10.7,96,AAA,Electronic Arts,Bullfrog Productions,2616460,21635263.0,0.57,186,0.47
Kitsune Tails,2024-08-01,7489,19.99,124094.0,3.1,99,Indie,"Kitsune Games,MidBoss, LLC.",Kitsune Games,1325260,124094.0,100.0,39,6.45
Don't Shout Together,2024-06-14,31887,4.99,124033.0,1.0,33,Indie,SinisterGames,SinisterGames,2625510,124033.0,100.0,87,4.99
Everafter Falls,2024-06-20,7341,19.99,123977.0,25.2,90,Indie,Akupara Games,SquareHusky,1416960,969735.0,12.78,81,0.79
DEVIL BLADE REBOOT,2024-05-23,9966,15.99,123743.0,4.5,100,Indie,SHIGATAKE GAMES,SHIGATAKE GAMES,2882440,123743.0,100.0,109,3.55
Just Xiangqi,2024-01-15,18233,9.99,122952.0,10.5,86,Indie,Studio Amateur,Studio Amateur,2248180,122952.0,100.0,238,0.95
突然＊恋人,2024-04-19,7912,29.99,122358.0,12.1,0,Indie,HIKARI FIELD,SMEE,2510810,179916.0,68.01,143,2.48
Fruit Mountain,2024-03-17,15541,8.99,122090.0,11.5,0,Indie,BeXide Inc.,BeXide Inc.,2753620,380664.0,32.07,176,0.78
Blacksmith. Song of two Kings.,2024-02-13,6428,24.99,121847.0,12.9,81,Indie,Pavel Leksin,Pavel Leksin,2531370,121847.0,100.0,209,1.94
云岚九歌,2024-02-01,8734,0.0,120624.0,53.8,83,Indie,云岚九歌,云岚九歌,2685430,120624.0,100.0,221,0.0
ServiceIT: You can do IT,2024-03-04,11704,12.99,119970.0,3.3,75,Indie,"FreeMind S.A.,PlayWay S.A.",picture4u,2194730,291408.0,41.17,189,3.94
Heroes Wanted,2024-06-11,12366,19.99,119956.0,22.1,85,Indie,Gameplete,Gameplete,2667410,119956.0,100.0,90,0.9
The Crush House,2024-08-09,8491,16.99,119615.0,4.7,76,AA,Devolver Digital,Nerial,2337820,3012238.0,3.97,31,3.61
Bounty: Drag Racing,2024-05-24,8324,24.99,119403.0,29.1,90,Indie,KODgames,KODgames,1803390,119403.0,100.0,108,0.86
Zet Zillions,2024-05-23,14513,9.99,118127.0,11.0,89,AA,Raw Fury,OTA IMON Studios,2229560,2959687.0,3.99,109,0.91
天呐！找不到真爱就扑街！,2024-05-30,20613,6.99,117466.0,5.5,85,Indie,國王互娛King Interactive,國王互娛King Interactive,2817690,117466.0,100.0,102,1.27
#BLUD,2024-06-18,5557,24.99,117246.0,6.3,76,AA,Humble Games,Exit 73 Studios,1921480,481545.0,24.35,83,3.97
Rustil: Eternal Labyrinth Castle,2024-04-25,9425,14.99,117115.0,6.7,71,Indie,KTMG LLC.,KIC Games,2162820,117115.0,100.0,137,2.24
黄毛漂流记,2024-02-05,84506,1.99,117047.0,3.0,0,Indie,BalloonsGame,BalloonsGame,2535770,117047.0,100.0,217,0.66
Diabotical Rogue,2024-06-04,8314,19.99,116875.0,12.4,79,Indie,GD Studio Inc,GD Studio Inc,2805060,116875.0,100.0,97,1.61
The Devil Within: Satgat,2024-04-09,7093,19.99,116681.0,5.9,0,Indie,"Newcore Games,Astrolabe Games",Newcore Games,1802880,116681.0,100.0,153,3.39
Rock Star Life Simulator,2024-02-26,11394,12.49,116257.0,5.2,93,Indie,HOGO Games,HOGO Games,2530950,116257.0,100.0,196,2.4
Artifact Seeker: Resurrection,2024-07-26,21260,8.99,115933.0,7.6,85,Indie,Lynkpin Game,Lynkpin Game,3054610,115933.0,100.0,45,1.18
Supernormal,2024-01-08,16944,7.99,115876.0,1.6,69,Indie,Hitori de Productions,Hitori de Productions,2532430,115876.0,100.0,245,4.99
Psalm 5:9-13,2024-03-13,34932,3.99,114851.0,0.5,86,Indie,"Ranwog,Notex,a1esska","Ranwog,Notex,a1esska",1837220,114851.0,100.0,180,7.98
Pathfinder: Gallowspire Survivors,2024-04-04,23803,6.99,114460.0,6.9,64,Indie,BKOM Studios,BKOM Studios,2388460,114460.0,100.0,158,1.01
What the Fog,2024-05-14,25501,4.99,114434.0,2.3,0,AA,Behaviour Interactive Inc.,Behaviour Interactive Inc.,2139020,3311841.0,3.46,118,2.17
Horticular,2024-07-11,7084,19.99,114045.0,8.4,95,Indie,Slug Disco,inDirection Games,1928540,114045.0,100.0,60,2.38
Sovereign Syndicate,2024-01-15,7160,19.99,113468.0,8.5,86,Indie,Crimson Herring Studios,Crimson Herring Studios,1674920,113468.0,100.0,238,2.35
Tales of Spark,2024-02-04,12900,13.99,113195.0,14.5,85,Indie,Ice and Fire Isle Studio,Ice and Fire Isle Studio,2165390,113195.0,100.0,218,0.96
Fatal Countdown - immoral List of Desires,2024-04-09,12388,10.99,113186.0,1.8,83,Indie,"Playmeow,ACG creator",Secret Garden,1987980,274211.0,41.28,153,6.11
Stellar Settlers: Space Base Builder,2024-03-11,12644,11.99,112737.0,2.9,88,Indie,"Rogue Duck Interactive,Gamersky Games",Tinymice Entertainment,2628570,695466.0,16.21,182,4.13
SimCity™ 3000 Unlimited,2024-03-07,47101,4.99,112651.0,7.7,86,AAA,Electronic Arts,Maxis,2741560,21635263.0,0.52,186,0.65
Let's Go! My Harem Farm,2024-06-21,9267,14.99,112505.0,5.6,81,Indie,OTAKU Plan,XO_PROJECT,2659960,786417.0,14.31,80,2.68
Personal Trainer,2024-05-27,10501,12.99,112150.0,4.6,81,Indie,Udder Yeti,Domiek,2385140,112150.0,100.0,105,2.82
Dream Tactics,2024-04-15,8069,17.99,112147.0,13.1,94,Indie,indie.io,Spectra Entertainment Inc.,1897650,1950658.0,5.75,147,1.37
Ova Magica,2024-07-23,5364,24.99,111979.0,22.5,0,Indie,"Top Hat Studios, Inc.","Skinny Frog,ClaudiaTheDev",1299170,174499.0,64.17,48,1.11
Spirit Hunter: Death Mark II,2024-02-15,2783,49.99,111912.0,11.4,98,Indie,Aksys Games,"EXPERIENCE,Ghostlight LTD",2080800,111912.0,100.0,207,4.39
Seifuku Kanojo,2024-04-02,5488,29.99,111658.0,9.3,83,Indie,HIKARI PULSE,Entergram,2673490,143201.0,77.97,160,3.22
Oriental Valley,2024-04-25,7846,17.99,111604.0,9.2,86,Indie,ETime Studio,猫多游戏,2201930,111604.0,100.0,137,1.96
Space Prison,2024-07-18,6673,19.99,111599.0,8.3,88,Indie,Firesquid,Wooden Alien,1865930,1371080.0,8.14,53,2.41
Whispered Promises ~ 14 Days of Love with Anna,2024-02-14,8872,15.99,111150.0,1.9,93,Indie,072 Project,OMNIS,2507840,2224410.0,5.0,208,8.42
Throne of Bone,2024-04-08,7755,16.99,110885.0,12.9,92,Indie,Windmill Slam,Windmill Slam,1866630,110885.0,100.0,154,1.32
Love X Crotch X GYM,2024-03-29,8753,15.99,110745.0,2.4,83,Indie,072 Project,"奶油貓工作室,バター貓スタジオ",2430700,2224410.0,4.98,164,6.66
Pesticide Not Required,2024-03-18,20018,6.5,110721.0,9.0,94,Indie,Jampacked Games,Jampacked Games,2479320,110721.0,100.0,175,0.72
Dragon Is Dead,2024-06-07,6489,19.99,109973.0,9.0,77,Indie,"PM Studios, inc.",TeamSuneat,2803280,109973.0,100.0,94,2.22
Gourdlets,2024-08-15,29540,4.99,109304.0,4.5,95,Indie,"Future Friends Games,AuntyGames",AuntyGames,2013730,109304.0,100.0,25,1.11
Unreal Lust Theory,2024-03-29,22266,7.99,108802.0,1.6,74,Indie,Inceton games,Inceton games,2573100,193862.0,56.12,164,4.99
Escape from the Room of the Serving Doll,2024-06-18,18575,6.99,108603.0,1.3,87,Indie,Playmeow,桃山プロダクション,2442390,426721.0,25.45,83,5.38
NTR'd By Clumsiness,2024-05-15,20401,6.99,108551.0,2.3,80,Indie,Hangover Cat Purrroduction,Hangover Cat Purrroduction,2277300,108551.0,100.0,117,3.04
Rogue Voltage,2024-05-10,8150,15.99,108249.0,8.0,93,Indie,"Horizont Computergrafik,IndieArk",Horizont Computergrafik,1494560,108249.0,100.0,122,2.0
The Braves,2024-05-03,35671,0.0,107932.0,37.6,65,Indie,101XP,101XP GAME STUDIOS,2479830,107932.0,100.0,129,0.0
The Political Machine 2024,2024-05-02,5997,19.99,107442.0,9.4,71,Indie,Stardock Entertainment,Stardock Entertainment,2512090,7922689.0,1.36,130,2.13
Lootun,2024-05-14,23003,5.49,107153.0,64.1,94,Indie,ArrowSoftGames,ArrowSoftGames,1960270,107153.0,100.0,118,0.09
Stellar Initiative,2024-05-27,12661,9.99,106342.0,7.1,72,Indie,Five Head Games,Five Head Games,2529080,106342.0,100.0,105,1.41
Baladins,2024-05-15,5066,24.99,106200.0,3.4,84,Indie,Armor Games Studios,Seed by Seed,1866320,169091.0,62.81,117,7.35
Of Life and Land,2024-04-02,5200,24.99,106071.0,8.5,93,Indie,"Kerzoven,Metaroot",Kerzoven,1733110,106071.0,100.0,160,2.94
Aero GPX,2024-08-06,6739,19.99,105983.0,4.2,99,Indie,Aaron McDevitt,Aaron McDevitt,2160360,105983.0,100.0,34,4.76
Trinity Survivors,2024-05-02,13772,9.99,105834.0,6.1,78,Indie,"Flyway Games, Inc.","Flyway Games, Inc.",2686580,105834.0,100.0,130,1.64
Old School Rally,2024-07-18,12741,9.99,105556.0,3.3,93,Indie,Astrolabe Games,Frozen Lake Games,2824660,209173.0,50.46,53,3.03
Factory Outlet Simulator,2024-07-15,12466,10.99,105087.0,12.3,87,Indie,PISHO,PISHO,2981590,105087.0,100.0,56,0.89
Sandwalkers,2024-06-19,6527,19.99,104827.0,8.2,75,Indie,"Goblinz Publishing,H2 Interactive Co., Ltd.",Goblinz Studio,1639080,372569.0,28.14,82,2.44
Craftomation 101: Programming & Craft,2024-02-19,13458,9.99,104104.0,12.2,88,Indie,Luden.io,Luden.io,1724140,104104.0,100.0,203,0.82
Deadrock Redemption,2024-04-04,8414,14.99,103914.0,1.9,67,Indie,Entropy Digital Entertainment,Entropy Digital Entertainment,2753270,136042.0,76.38,158,7.89
Dungeon Travelers: To Heart 2 in Another World,2024-02-14,7032,19.99,103875.0,26.4,89,Indie,"DMM GAMES,Shiravune",AQUAPLUS,1901620,103875.0,100.0,208,0.76
Dustland Delivery,2024-07-11,16038,7.99,103498.0,16.1,93,Indie,Farlight Games,Neutron Star Studio,2943280,103498.0,100.0,60,0.5
Saki and the Crucible of Debauchery,2024-07-25,13943,8.99,103268.0,2.4,96,Indie,"Mango Party,Mango Party News",ofuroworks,2652500,4214598.0,2.45,46,3.75
The Tribe Must Survive,2024-05-23,6191,24.99,103232.0,9.1,72,Indie,Starbreeze Entertainment,Walking Tree Games GmbH,1729940,103232.0,100.0,109,2.75
PMC Promiscuity,2024-05-18,6029,19.99,103206.0,4.7,91,Indie,Overseer Division,"Shuuko,Amber Fiend",2738670,103206.0,100.0,114,4.25
Mashiroiro Symphony HD -Love is Pure White-,2024-05-01,4565,39.99,103113.0,16.5,85,Indie,Shiravune,Palette,2737970,811767.0,12.7,131,2.42
Princess Maker 2 Regeneration,2024-07-10,3127,39.99,103057.0,5.3,62,Indie,Bliss Brain,"Bliss Brain,Monkey Craft",2311530,103057.0,100.0,61,7.55
Kakuriyo Village ~Moratorium of Adolescence~,2024-03-21,5302,24.99,102837.0,3.7,85,Indie,BokiBoki Games,I'm moralist,2326590,102837.0,100.0,172,6.75
Beneath the Mountain,2024-03-05,5490,24.99,102217.0,10.6,67,Indie,Gameclaw Studio,Omnis Rector Studios,1728840,102217.0,100.0,188,2.36
Serum,2024-05-23,5714,24.99,101998.0,4.5,59,Indie,Toplitz Productions,Game Island,1610520,727493.0,14.02,109,5.55
Personal Study,2024-04-15,14975,7.99,101925.0,1.8,90,Indie,ArcaneSpoon,ArcaneSpoon,2878000,101925.0,100.0,147,4.44
Deathless. Tales of Old Rus,2024-06-18,5280,24.99,101371.0,12.0,88,Indie,1С-777 Limited,1C Game Studios,2727210,101371.0,100.0,83,2.08
The Great Rebellion,2024-02-01,6274,19.99,101324.0,3.9,99,Indie,AIP,Kvltgames,2732820,101324.0,100.0,221,5.13
Backrooms Break,2024-04-24,13850,8.99,101261.0,1.7,71,Indie,Jan Jileček,Jan Jileček,2248330,101261.0,100.0,138,5.29
Turbo Kid,2024-04-09,6185,19.99,101051.0,9.2,96,Indie,Outerminds Inc.,Outerminds Inc.,1733250,101051.0,100.0,153,2.17
Don't Disturb Your STEPMOM,2024-06-20,8550,13.99,100118.0,2.2,68,Indie,Lemonhaze Game Studio,Lemonhaze Studio,2937910,100118.0,100.0,81,6.36
Fallen Young Wife~Netorare H without telling her husband~,2024-05-03,10217,11.99,99794.0,0.9,75,Indie,072 Project,瀧壺チャンネル,2717310,2224410.0,4.49,129,13.32
"Love, Ghostie",2024-08-14,5937,19.99,99704.0,3.7,97,Indie,"Janbeh Games, LLC","Janbeh Games, LLC",1789490,99704.0,100.0,26,5.4
Paper Trail,2024-05-21,6971,19.99,99360.0,4.5,0,Indie,Newfangled Games,Newfangled Games,1889740,99360.0,100.0,111,4.44
Underspace,2024-04-10,6301,19.99,99105.0,16.0,83,Indie,Camlann Games,Pastaspace Interactive,1111930,99105.0,100.0,152,1.25
Humans are not that against Lizardwomen,2024-04-06,52018,3.99,98977.0,2.7,94,Indie,Horny Capybara Studio,Hue Axis Entertainment,2715650,98977.0,100.0,156,1.48
Star Command Galaxies,2024-08-28,7879,14.99,98718.0,5.3,44,Indie,Warballoon,Warballoon,402160,98718.0,100.0,12,2.83
Nightmare: The Lunatic,2024-03-31,8560,16.99,98647.0,12.4,90,Indie,Maetdol Games,Maetdol Games,1842730,98647.0,100.0,162,1.37
Bears In Space,2024-03-22,6160,19.99,98573.0,9.1,96,Indie,Ravenscourt,Broadside Games,1309620,98573.0,100.0,171,2.2
ALTF42,2024-06-04,25211,7.99,98378.0,4.8,75,Indie,GRAVITY,PUMPKIM,2187230,187917.0,52.35,97,1.66
B-17 Flying Fortress : The Mighty 8th Redux,2024-01-25,7611,14.99,97527.0,10.4,66,Indie,MicroProse Software,MicroProse Software,2000800,1122389.0,8.69,228,1.44
